
Found '9' columns in '/group/ctbrowngrp/2025-ccbaumler-team-tartrate/updated/final_results.csv' file
=== 20201 Unique values (of 594573 values) for column 1: contig ===
    136 GCA_963693395.1_lcl|OY856303.1_cds_CAK5456711.1_425
     29 GCF_963679305.1_lcl|NZ_CAVMDH010000032.1_cds_WP_000941212.1_4614
     29 GCF_963679275.1_lcl|NZ_CAVMDD010000027.1_cds_WP_000579833.1_4063
     29 GCF_963679275.1_lcl|NZ_CAVMDD010000027.1_cds_WP_000529945.1_4069
     29 GCF_963679255.1_lcl|NZ_CAVMDF010000013.1_cds_WP_000847559.1_2786
     29 GCF_963679245.1_lcl|NZ_CAVMCT010000028.1_cds_WP_001238914.1_4183
     29 GCF_963679245.1_lcl|NZ_CAVMCT010000028.1_cds_WP_000940121.1_4181
     29 GCF_963679235.1_lcl|NZ_CAVMCW010000029.1_cds_WP_001096200.1_4077
     29 GCF_963679235.1_lcl|NZ_CAVMCW010000029.1_cds_WP_000447529.1_4084
     29 GCF_963679235.1_lcl|NZ_CAVMCW010000029.1_cds_WP_000062611.1_4075
     29 GCF_963679225.1_lcl|NZ_CAVMCZ010000028.1_cds_WP_000729185.1_4154
     29 GCF_963679205.1_lcl|NZ_CAVMDC010000034.1_cds_WP_001238914.1_3630
     29 GCF_963679195.1_lcl|NZ_CAVMCY010000028.1_cds_WP_000729185.1_4003
     29 GCF_963679195.1_lcl|NZ_CAVMCY010000028.1_cds_WP_000447529.1_4009
     29 GCF_963679165.1_lcl|NZ_CAVMCR010000023.1_cds_WP_001338644.1_3833
     29 GCF_963679165.1_lcl|NZ_CAVMCR010000008.1_cds_WP_000986797.1_2138
     29 GCF_963679125.1_lcl|NZ_CAVMCQ010000027.1_cds_WP_000091945.1_4171
     29 GCF_963679115.1_lcl|NZ_CAVMCU010000026.1_cds_WP_000447529.1_4138
     29 GCF_963679105.1_lcl|NZ_CAVMCS010000034.1_cds_WP_001085926.1_4271
     29 GCF_963679105.1_lcl|NZ_CAVMCS010000022.1_cds_WP_001338644.1_3644
     29 GCF_963679085.1_lcl|NZ_CAVMCF010000031.1_cds_WP_001207201.1_4346
     29 GCF_963679085.1_lcl|NZ_CAVMCF010000024.1_cds_WP_001338644.1_3981
     29 GCF_963679085.1_lcl|NZ_CAVMCF010000013.1_cds_WP_000829818.1_2802
     29 GCF_963679085.1_lcl|NZ_CAVMCF010000004.1_cds_WP_000246882.1_1358
     29 GCF_963679075.1_lcl|NZ_CAVMCG010000028.1_cds_WP_001207201.1_4252
     29 GCF_963679075.1_lcl|NZ_CAVMCG010000008.1_cds_WP_001238914.1_2312
     29 GCF_963679065.1_lcl|NZ_CAVMCK010000001.1_cds_WP_000018596.1_249
     29 GCF_963679045.1_lcl|NZ_CAVMCL010000036.1_cds_WP_001085926.1_4247
     29 GCF_963679045.1_lcl|NZ_CAVMCL010000006.1_cds_WP_000246882.1_1480
     29 GCF_963679025.1_lcl|NZ_CAVMCH010000033.1_cds_WP_001029684.1_4015
     29 GCF_963679025.1_lcl|NZ_CAVMCH010000033.1_cds_WP_000941212.1_4031
     29 GCF_963679015.1_lcl|NZ_CAVMCJ010000033.1_cds_WP_000941212.1_4039
     29 GCF_963679015.1_lcl|NZ_CAVMCJ010000010.1_cds_WP_000847559.1_2303
     29 GCF_963575765.1_lcl|NZ_OY754834.1_cds_WP_001207201.1_4198
     29 GCF_963575765.1_lcl|NZ_OY754834.1_cds_WP_000090775.1_440
     29 GCF_963575575.1_lcl|NZ_OY754443.1_cds_WP_000729185.1_408
     29 GCF_963575575.1_lcl|NZ_OY754443.1_cds_WP_000447529.1_402
     29 GCF_963575575.1_lcl|NZ_OY754443.1_cds_WP_000062611.1_411
     29 GCF_963575575.1_lcl|NZ_OY754443.1_cds_WP_000018596.1_1992
     29 GCF_963575485.1_lcl|NZ_OY754421.1_cds_WP_000447529.1_418
     29 GCF_963575475.1_lcl|NZ_OY754416.1_cds_WP_000941212.1_384
     29 GCF_963575455.1_lcl|NZ_OY754409.1_cds_WP_001207201.1_4340
     29 GCF_963575455.1_lcl|NZ_OY754409.1_cds_WP_000130100.1_433
     29 GCF_963575455.1_lcl|NZ_OY754409.1_cds_WP_000091945.1_439
     29 GCF_963575435.1_lcl|NZ_OY754398.1_cds_WP_000941212.1_412
     29 GCF_963575395.1_lcl|NZ_OY754377.1_cds_WP_001096200.1_424
     29 GCF_963575395.1_lcl|NZ_OY754377.1_cds_WP_000941212.1_419
     29 GCF_963575385.1_lcl|NZ_OY754364.1_cds_WP_001207201.1_4276
     29 GCF_963575385.1_lcl|NZ_OY754364.1_cds_WP_001029684.1_468
     29 GCF_963575385.1_lcl|NZ_OY754364.1_cds_WP_000358960.1_461
     29 GCF_963575385.1_lcl|NZ_OY754364.1_cds_WP_000091945.1_460
     29 GCF_963575365.1_lcl|NZ_OY754357.1_cds_WP_000986797.1_788
     29 GCF_963575355.1_lcl|NZ_OY754353.1_cds_WP_001207201.1_4239
     29 GCF_963575355.1_lcl|NZ_OY754353.1_cds_WP_000940121.1_432
     29 GCF_963575355.1_lcl|NZ_OY754353.1_cds_WP_000722957.1_660
     29 GCF_963575355.1_lcl|NZ_OY754353.1_cds_WP_000018596.1_2069
     29 GCF_963575325.1_lcl|NZ_OY754349.1_cds_WP_001138043.1_394
     29 GCF_963575325.1_lcl|NZ_OY754349.1_cds_WP_000579833.1_401
     29 GCF_963575325.1_lcl|NZ_OY754349.1_cds_WP_000569430.1_3641
     29 GCF_963575325.1_lcl|NZ_OY754349.1_cds_WP_000447529.1_406
     29 GCF_963573195.1_lcl|NZ_CAUYHI010000024.1_cds_WP_000301864.1_4417
     29 GCF_963572565.1_lcl|NZ_CAUYFF010000035.1_cds_WP_000613955.1_4305
     29 GCF_963572565.1_lcl|NZ_CAUYFF010000035.1_cds_WP_000358960.1_4311
     29 GCF_963572475.1_lcl|NZ_CAUYEY010000038.1_cds_WP_000613955.1_4651
     29 GCF_963556685.1_lcl|NZ_CAUWAE010000002.1_cds_WP_000847559.1_699
     29 GCF_963281135.1_lcl|NZ_CAUJMG010000001.1_cds_WP_000940121.1_3782
     29 GCF_963281135.1_lcl|NZ_CAUJMG010000001.1_cds_WP_000829818.1_3717
     29 GCF_963281085.1_lcl|NZ_CAUJMT010000005.1_cds_WP_001138043.1_2782
     29 GCF_963281085.1_lcl|NZ_CAUJMT010000005.1_cds_WP_000613955.1_2813
     29 GCF_963281005.1_lcl|NZ_CAUJMF010000001.1_cds_WP_000569430.1_3613
     29 GCF_963280895.1_lcl|NZ_CAUJMK010000001.1_cds_WP_001029684.1_3966
     29 GCF_963280885.1_lcl|NZ_CAUJMJ010000001.1_cds_WP_001207201.1_4054
     29 GCF_950290995.1_lcl|NZ_CATNTU010000042.1_cds_WP_000569430.1_1778
     29 GCF_949786285.1_lcl|NZ_OX460316.1_cds_WP_000986797.1_664
     29 GCF_949281895.1_lcl|NZ_CASDNW010000032.1_cds_WP_001029684.1_3655
     29 GCF_949281895.1_lcl|NZ_CASDNW010000032.1_cds_WP_000722957.1_3390
     29 GCF_949281885.1_lcl|NZ_CASDNV010000002.1_cds_WP_000091945.1_1373
     29 GCF_949281885.1_lcl|NZ_CASDNV010000002.1_cds_WP_000089698.1_1248
     29 GCF_949281815.1_lcl|NZ_CASDNM010000017.1_cds_WP_000940121.1_4465
     29 GCF_949281795.1_lcl|NZ_CASDNQ010000002.1_cds_WP_000246882.1_2441
     29 GCF_949281785.1_lcl|NZ_CASDNJ010000003.1_cds_WP_000722957.1_1823
     29 GCF_949281715.1_lcl|NZ_CASDNH010000002.1_cds_WP_000729185.1_321
     29 GCF_949281695.1_lcl|NZ_CASDMZ010000003.1_cds_WP_001029684.1_489
     29 GCF_949281545.1_lcl|NZ_CASDMX010000001.1_cds_WP_001238914.1_404
     29 GCF_949281545.1_lcl|NZ_CASDMX010000001.1_cds_WP_000613955.1_413
     29 GCF_949281535.1_lcl|NZ_CASDMR010000002.1_cds_WP_000941212.1_1221
     29 GCF_949281535.1_lcl|NZ_CASDMR010000002.1_cds_WP_000018596.1_2958
     29 GCF_949281535.1_lcl|NZ_CASDMR010000001.1_cds_WP_000246882.1_33
     29 GCF_949281525.1_lcl|NZ_CASDML010000002.1_cds_WP_000062611.1_493
     29 GCF_949281485.1_lcl|NZ_CASDMK010000002.1_cds_WP_001029684.1_24
     29 GCF_949281475.1_lcl|NZ_CASDMD010000005.1_cds_WP_001338644.1_461
     29 GCF_949281455.1_lcl|NZ_CASDME010000037.1_cds_WP_001096200.1_2962
     29 GCF_949062675.1_lcl|NZ_CARSMU010000065.1_cds_WP_000447529.1_3547
     29 GCF_948507495.1_lcl|NZ_CAOPYS010000037.1_cds_WP_000941212.1_3696
     29 GCF_948144775.1_lcl|NZ_CANUGW010000037.1_cds_WP_001096200.1_4530
     29 GCF_948144775.1_lcl|NZ_CANUGW010000001.1_cds_WP_000847559.1_39
     29 GCF_948144735.1_lcl|NZ_CANUGD010000037.1_cds_WP_000447529.1_3695
     29 GCF_948144575.1_lcl|NZ_CANUFP010000005.1_cds_WP_000246882.1_1380
     29 GCF_948144285.1_lcl|NZ_CANUGX010000040.1_cds_WP_001207201.1_4599
     29 GCF_948144235.1_lcl|NZ_CANUFZ010000001.1_cds_WP_000986797.1_201
     29 GCF_948144115.1_lcl|NZ_CANUGL010000014.1_cds_WP_000847559.1_2306
     29 GCF_948144115.1_lcl|NZ_CANUGL010000005.1_cds_WP_001138043.1_1197
     29 GCF_948144045.1_lcl|NZ_CANUFQ010000008.1_cds_WP_000246815.1_948
     29 GCF_947859625.1_lcl|NZ_CANUEF010000027.1_cds_WP_000722957.1_3238
     29 GCF_947859625.1_lcl|NZ_CANUEF010000002.1_cds_WP_000018596.1_307
     29 GCF_947859315.1_lcl|NZ_CANUDS010000040.1_cds_WP_001029684.1_4511
     29 GCF_947859315.1_lcl|NZ_CANUDS010000040.1_cds_WP_000729185.1_4523
     29 GCF_947859305.1_lcl|NZ_CANUDY010000050.1_cds_WP_001085926.1_4423
     29 GCF_947859305.1_lcl|NZ_CANUDY010000001.1_cds_WP_000986797.1_199
     29 GCF_947859115.1_lcl|NZ_CANUEA010000001.1_cds_WP_000829818.1_273
     29 GCF_947859095.1_lcl|NZ_CANUDM010000036.1_cds_WP_001238914.1_3969
     29 GCF_947859055.1_lcl|NZ_CANUDR010000060.1_cds_WP_001238914.1_4218
     29 GCF_947859055.1_lcl|NZ_CANUDR010000023.1_cds_WP_000018596.1_2782
     29 GCF_947390375.1_lcl|NZ_CANDXW010000001.1_cds_WP_001029684.1_550
     29 GCF_946960735.1_lcl|NZ_CAMPTJ010000036.1_cds_WP_000091945.1_4451
     29 GCF_946960655.1_lcl|NZ_CAMPTM010000045.1_cds_WP_000613955.1_4701
     29 GCF_946960655.1_lcl|NZ_CAMPTM010000001.1_cds_WP_000847559.1_41
     29 GCF_946960595.1_lcl|NZ_CAMPSU010000055.1_cds_WP_001207201.1_4098
     29 GCF_946960565.1_lcl|NZ_CAMPSN010000059.1_cds_WP_001096684.1_4291
     29 GCF_946960565.1_lcl|NZ_CAMPSN010000045.1_cds_WP_001138117.1_3775
     29 GCF_946960555.1_lcl|NZ_CAMPSP010000039.1_cds_WP_000729185.1_3655
     29 GCF_946960525.1_lcl|NZ_CAMPSZ010000064.1_cds_WP_000986797.1_4066
     29 GCF_946960525.1_lcl|NZ_CAMPSZ010000061.1_cds_WP_001085926.1_3965
     29 GCF_946960525.1_lcl|NZ_CAMPSZ010000002.1_cds_WP_000569430.1_197
     29 GCF_946960505.1_lcl|NZ_CAMPTG010000050.1_cds_WP_001096684.1_3983
     29 GCF_946960475.1_lcl|NZ_CAMPTC010000012.1_cds_WP_000018596.1_1614
     29 GCF_946909835.1_lcl|NZ_CAMPRR010000464.1_cds_WP_000091945.1_2359
     29 GCF_946909605.1_lcl|NZ_CAMPQP010000047.1_cds_WP_001085926.1_4046
     29 GCF_946909605.1_lcl|NZ_CAMPQP010000042.1_cds_WP_001238914.1_3865
     29 GCF_946909605.1_lcl|NZ_CAMPQP010000042.1_cds_WP_000091945.1_3869
     29 GCF_946909605.1_lcl|NZ_CAMPQP010000007.1_cds_WP_000569430.1_1158
     29 GCF_946909575.1_lcl|NZ_CAMPQW010000101.1_cds_WP_000579833.1_668
     29 GCF_946909525.1_lcl|NZ_CAMPQR010000283.1_cds_WP_000018596.1_2467
     29 GCF_946909505.1_lcl|NZ_CAMPQM010000198.1_cds_WP_000847559.1_4080
     29 GCF_946888795.1_lcl|NZ_CAMPLI010000041.1_cds_WP_001138117.1_3850
     29 GCF_946888795.1_lcl|NZ_CAMPLI010000025.1_cds_WP_000569430.1_2980
     29 GCF_946888745.1_lcl|NZ_CAMPLB010000041.1_cds_WP_000091945.1_3345
     29 GCF_946888745.1_lcl|NZ_CAMPLB010000014.1_cds_WP_000018596.1_1768
     29 GCF_943790525.1_lcl|NZ_CALSUR010000057.1_cds_WP_000447529.1_4442
     29 GCF_943790525.1_lcl|NZ_CALSUR010000051.1_cds_WP_001207201.1_4245
     29 GCF_943790525.1_lcl|NZ_CALSUR010000013.1_cds_WP_000246815.1_2056
     29 GCF_943737895.1_lcl|NZ_CALSFY010000040.1_cds_WP_001207201.1_4571
     29 GCF_943733255.1_lcl|NZ_CALSDD010000002.1_cds_WP_001096200.1_737
     29 GCF_943733255.1_lcl|NZ_CALSDD010000002.1_cds_WP_000613955.1_739
     29 GCF_939535325.1_lcl|NZ_CALNDZ010000035.1_cds_WP_001029684.1_4042
     29 GCF_939535325.1_lcl|NZ_CALNDZ010000035.1_cds_WP_000424395.1_4064
     29 GCF_939535325.1_lcl|NZ_CALNDZ010000035.1_cds_WP_000358960.1_4049
     29 GCF_934230715.1_lcl|NZ_CAKQFG010000025.1_cds_WP_000569430.1_3655
     29 GCF_932909995.1_lcl|NZ_CAKOED010000056.1_cds_WP_001207201.1_3675
     29 GCF_932909795.1_lcl|NZ_CAKOEB010000039.1_cds_WP_000941212.1_3079
     29 GCF_932909795.1_lcl|NZ_CAKOEB010000008.1_cds_WP_000018596.1_991
     29 GCF_932897035.1_lcl|NZ_CAKODW010000068.1_cds_WP_000941212.1_3965
     29 GCF_921294225.1_lcl|NZ_CAKLDJ010000048.1_cds_WP_001085926.1_4234
     29 GCF_921293765.1_lcl|NZ_CAKLDG010000041.1_cds_WP_000941212.1_3810
     29 GCF_921293765.1_lcl|NZ_CAKLDG010000018.1_cds_WP_001338644.1_2375
     29 GCF_916162085.1_lcl|NZ_CAJZSD010000036.1_cds_WP_000941212.1_4476
     29 GCF_916162085.1_lcl|NZ_CAJZSD010000036.1_cds_WP_000447529.1_4474
     29 GCF_916160425.1_lcl|NZ_CAJZPK010000040.1_cds_WP_000940121.1_4176
     29 GCF_916160425.1_lcl|NZ_CAJZPK010000004.1_cds_WP_000246882.1_965
     29 GCF_916160265.1_lcl|NZ_CAJZOQ010000026.1_cds_WP_000579833.1_4346
     29 GCF_916160245.1_lcl|NZ_CAJZOX010000001.1_cds_WP_000246882.1_33
     29 GCF_916160235.1_lcl|NZ_CAJZOS010000003.1_cds_WP_000246882.1_770
     29 GCF_916159975.1_lcl|NZ_CAJZON010000053.1_cds_WP_001085926.1_4777
     29 GCF_916159975.1_lcl|NZ_CAJZON010000004.1_cds_WP_000986797.1_787
     29 GCF_916159955.1_lcl|NZ_CAJZOM010000004.1_cds_WP_000246882.1_692
     29 GCF_916159925.1_lcl|NZ_CAJZOJ010000040.1_cds_WP_001029684.1_4376
     29 GCF_916159805.1_lcl|NZ_CAJZNY010000033.1_cds_WP_000941212.1_4619
     29 GCF_916159805.1_lcl|NZ_CAJZNY010000008.1_cds_WP_001138043.1_2721
     29 GCF_916159765.1_lcl|NZ_CAJZOA010000024.1_cds_WP_000847559.1_2490
     29 GCF_916159605.1_lcl|NZ_CAJZNM010000024.1_cds_WP_000062611.1_4543
     29 GCF_910665115.1_lcl|NZ_OU349848.1_cds_WP_001096200.1_3602
     29 GCF_910665115.1_lcl|NZ_OU349848.1_cds_WP_001029684.1_3591
     29 GCF_910665115.1_lcl|NZ_OU349848.1_cds_WP_000091945.1_3599
     29 GCF_910664975.1_lcl|NZ_CAJVFQ010000025.1_cds_WP_000941212.1_4923
     29 GCF_910664975.1_lcl|NZ_CAJVFQ010000025.1_cds_WP_000613955.1_4926
     29 GCF_910664975.1_lcl|NZ_CAJVFQ010000025.1_cds_WP_000091945.1_4931
     29 GCF_910664945.1_lcl|NZ_OU349846.1_cds_WP_000091945.1_4484
     29 GCF_910664845.1_lcl|NZ_OU349843.1_cds_WP_000062611.1_4352
     29 GCF_910664825.1_lcl|NZ_OU349841.1_cds_WP_000246815.1_1899
     29 GCF_910595075.1_lcl|NZ_CAJVBW010000059.1_cds_WP_000091945.1_3760
     29 GCF_910594935.1_lcl|NZ_CAJVCA010000032.1_cds_WP_000091945.1_4501
     29 GCF_910594905.1_lcl|NZ_CAJVBU010000026.1_cds_WP_001029684.1_4705
     29 GCF_910594905.1_lcl|NZ_CAJVBU010000005.1_cds_WP_000246882.1_2216
     29 GCF_910592835.1_lcl|NZ_CAJUZU010000031.1_cds_WP_001096200.1_4788
     29 GCF_910592835.1_lcl|NZ_CAJUZU010000031.1_cds_WP_000424395.1_4777
     29 GCF_910592805.1_lcl|NZ_CAJVAA010000031.1_cds_WP_000447529.1_4664
     29 GCF_910592755.1_lcl|NZ_CAJVAC010000001.1_cds_WP_000847559.1_437
     29 GCF_910592735.1_lcl|NZ_CAJUZZ010000029.1_cds_WP_000424395.1_4750
     29 GCF_910592715.1_lcl|NZ_CAJVAE010000010.1_cds_WP_001138043.1_3921
     29 GCF_910592675.1_lcl|NZ_CAJVAD010000052.1_cds_WP_001207201.1_4585
     29 GCF_910592405.1_lcl|NZ_CAJUZL010000081.1_cds_WP_000569430.1_3845
     29 GCF_907275095.1_lcl|NZ_CAJSMP010000004.1_cds_WP_000424395.1_1184
     29 GCF_907177235.1_lcl|NZ_CAJSLR010000039.1_cds_WP_001096200.1_3818
     29 GCF_907177205.1_lcl|NZ_CAJSLI010000034.1_cds_WP_001238914.1_3969
     29 GCF_907177205.1_lcl|NZ_CAJSLI010000034.1_cds_WP_001029684.1_3965
     29 GCF_907177095.1_lcl|NZ_CAJSLB010000038.1_cds_WP_000941212.1_3987
     29 GCF_907177095.1_lcl|NZ_CAJSLB010000038.1_cds_WP_000613955.1_3984
     29 GCF_907177095.1_lcl|NZ_CAJSLB010000006.1_cds_WP_000059466.1_1161
     29 GCF_907177085.1_lcl|NZ_CAJSKQ010000040.1_cds_WP_000613955.1_3552
     29 GCF_907177085.1_lcl|NZ_CAJSKQ010000040.1_cds_WP_000090775.1_3564
     29 GCF_907176865.1_lcl|NZ_CAJSKI010000027.1_cds_WP_000722957.1_3366
     29 GCF_907176785.1_lcl|NZ_CAJSKH010000024.1_cds_WP_001338644.1_3346
     29 GCF_907176085.1_lcl|NZ_CAJSJR010000038.1_cds_WP_001096200.1_1644
     29 GCF_907176085.1_lcl|NZ_CAJSJR010000038.1_cds_WP_000090775.1_1654
     29 GCF_907176085.1_lcl|NZ_CAJSJR010000038.1_cds_WP_000062611.1_1646
     29 GCF_907176055.1_lcl|NZ_CAJSJP010000038.1_cds_WP_001238914.1_691
     29 GCF_907175915.1_lcl|NZ_CAJSJG010000054.1_cds_WP_001096200.1_3529
     29 GCF_907175915.1_lcl|NZ_CAJSJG010000014.1_cds_WP_000986797.1_1684
     29 GCF_907175905.1_lcl|NZ_CAJSJB010000031.1_cds_WP_000358960.1_3777
     29 GCF_907175875.1_lcl|NZ_CAJSJE010000034.1_cds_WP_000940121.1_3740
     29 GCF_907175875.1_lcl|NZ_CAJSJE010000008.1_cds_WP_000059466.1_1843
     29 GCF_907175875.1_lcl|NZ_CAJSJE010000001.1_cds_WP_000018596.1_141
     29 GCF_907175855.1_lcl|NZ_CAJSIZ010000007.1_cds_WP_000424395.1_92
     29 GCF_907175775.1_lcl|NZ_CAJSJF010000099.1_cds_WP_000613955.1_4398
     29 GCF_907175705.1_lcl|NZ_CAJSIR010000003.1_cds_WP_000447529.1_654
     29 GCF_907175705.1_lcl|NZ_CAJSIR010000003.1_cds_WP_000062611.1_663
     29 GCF_907175595.1_lcl|NZ_CAJSIE010000042.1_cds_WP_000130100.1_1213
     29 GCF_907175585.1_lcl|NZ_CAJSIK010000028.1_cds_WP_001096200.1_4432
     29 GCF_907175565.1_lcl|NZ_CAJSIQ010000001.1_cds_WP_000722957.1_17
     29 GCF_907175555.1_lcl|NZ_CAJSII010000067.1_cds_WP_000018596.1_4035
     29 GCF_907175555.1_lcl|NZ_CAJSII010000041.1_cds_WP_000986797.1_3241
     29 GCF_907175545.1_lcl|NZ_CAJSIC010000046.1_cds_WP_000722957.1_2413
     29 GCF_907175415.1_lcl|NZ_CAJSHC010000051.1_cds_WP_001085926.1_4488
     29 GCF_907175355.1_lcl|NZ_CAJSHE010000039.1_cds_WP_000091945.1_4480
     29 GCF_907175175.1_lcl|NZ_CAJSGU010000044.1_cds_WP_000424395.1_4795
     29 GCF_907175165.1_lcl|NZ_CAJSGR010000033.1_cds_WP_001096200.1_4405
     29 GCF_907175165.1_lcl|NZ_CAJSGR010000033.1_cds_WP_000941212.1_4410
     29 GCF_907175165.1_lcl|NZ_CAJSGR010000033.1_cds_WP_000613955.1_4407
     29 GCF_907175145.1_lcl|NZ_CAJSGL010000031.1_cds_WP_000091945.1_4544
     29 GCF_907175135.1_lcl|NZ_CAJSGP010000052.1_cds_WP_001085926.1_4172
     29 GCF_907175135.1_lcl|NZ_CAJSGP010000046.1_cds_WP_001181004.1_3956
     29 GCF_907175125.1_lcl|NZ_CAJSGT010000002.1_cds_WP_001029684.1_365
     29 GCF_907175075.1_lcl|NZ_CAJSGG010000041.1_cds_WP_001207201.1_3569
     29 GCF_905331185.2_lcl|NZ_OW968288.1_cds_WP_000722957.1_643
     29 GCF_905330955.2_lcl|NZ_OX030728.1_cds_WP_001138043.1_2812
     29 GCF_905330955.2_lcl|NZ_OX030728.1_cds_WP_001029684.1_2782
     29 GCF_905330955.2_lcl|NZ_OX030728.1_cds_WP_000829818.1_2704
     29 GCF_905329835.2_lcl|NZ_OW967178.1_cds_WP_000613955.1_421
     29 GCF_905134105.1_lcl|NZ_CAJHTL010000043.1_cds_WP_001085926.1_4612
     29 GCF_905134055.1_lcl|NZ_CAJHTR010000061.1_cds_WP_001238914.1_3096
     29 GCF_905134055.1_lcl|NZ_CAJHTR010000057.1_cds_WP_001138043.1_2945
     29 GCF_905133995.1_lcl|NZ_CAJHTH010000127.1_cds_WP_001029684.1_3683
     29 GCF_905133935.1_lcl|NZ_CAJHSY010000046.1_cds_WP_000729185.1_4742
     29 GCF_905133895.1_lcl|NZ_CAJHSU010000043.1_cds_WP_000091945.1_3346
     29 GCF_905133685.1_lcl|NZ_CAJHRY010000050.1_cds_WP_001207201.1_3964
     29 GCF_905133685.1_lcl|NZ_CAJHRY010000040.1_cds_WP_001096200.1_3584
     29 GCF_905133685.1_lcl|NZ_CAJHRY010000040.1_cds_WP_000091945.1_3581
     29 GCF_905133685.1_lcl|NZ_CAJHRY010000031.1_cds_WP_000847559.1_3124
     29 GCF_905133605.1_lcl|NZ_CAJHRR010000079.1_cds_WP_000722957.1_4512
     29 GCF_905133605.1_lcl|NZ_CAJHRR010000017.1_cds_WP_000018596.1_2274
     29 GCF_905133555.1_lcl|NZ_CAJHRM010000044.1_cds_WP_001096200.1_3728
     29 GCF_905133555.1_lcl|NZ_CAJHRM010000024.1_cds_WP_000722957.1_2644
     29 GCF_905133555.1_lcl|NZ_CAJHRM010000010.1_cds_WP_000847559.1_1417
     29 GCF_905133365.1_lcl|NZ_CAJHRJ010000045.1_cds_WP_001207201.1_4079
     29 GCF_904865835.1_lcl|NZ_LR890508.1_cds_WP_000091945.1_3357
     29 GCF_904863445.1_lcl|NZ_LR890349.1_cds_WP_000986797.1_721
     29 GCF_904842675.1_lcl|NZ_CAJGWP010000001.1_cds_WP_000613955.1_1113
     29 GCF_904842665.1_lcl|NZ_LR883965.1_cds_WP_001085926.1_2516
     29 GCF_904842665.1_lcl|NZ_LR883965.1_cds_WP_000941212.1_3196
     29 GCF_904842655.1_lcl|NZ_CAJGWN010000001.1_cds_WP_001207201.1_2759
     29 GCF_904842655.1_lcl|NZ_CAJGWN010000001.1_cds_WP_001138043.1_2133
     29 GCF_904842655.1_lcl|NZ_CAJGWN010000001.1_cds_WP_000018596.1_549
     29 GCF_904842485.1_lcl|NZ_CAJGVY010000032.1_cds_WP_000579833.1_4835
     29 GCF_904842485.1_lcl|NZ_CAJGVY010000030.1_cds_WP_001207201.1_4760
     29 GCF_904830965.1_lcl|NZ_LR882973.1_cds_WP_000941212.1_460
     29 GCF_904810485.1_lcl|NZ_CAJGHN010000009.1_cds_WP_000941212.1_2310
     29 GCF_904810485.1_lcl|NZ_CAJGHN010000009.1_cds_WP_000613955.1_2307
     29 GCF_904810385.1_lcl|NZ_CAJGGZ010000052.1_cds_WP_001138117.1_3672
     29 GCF_904810375.1_lcl|NZ_CAJGHB010000046.1_cds_WP_000986797.1_3673
     29 GCF_904810235.1_lcl|NZ_CAJGGO010000002.1_cds_WP_000246882.1_1119
     29 GCF_904810135.1_lcl|NZ_CAJGGC010000015.1_cds_WP_000847559.1_3677
     29 GCF_904810065.1_lcl|NZ_CAJGFZ010000024.1_cds_WP_000569430.1_4227
     29 GCF_904810065.1_lcl|NZ_CAJGFZ010000010.1_cds_WP_000424395.1_2437
     29 GCF_904809875.1_lcl|NZ_CAJGFK010000022.1_cds_WP_001207201.1_4343
     29 GCF_904809845.1_lcl|NZ_CAJGFH010000027.1_cds_WP_001181004.1_4730
     29 GCF_904809845.1_lcl|NZ_CAJGFH010000027.1_cds_WP_001029684.1_4706
     29 GCF_904809845.1_lcl|NZ_CAJGFH010000027.1_cds_WP_000729185.1_4718
     29 GCF_904809845.1_lcl|NZ_CAJGFH010000002.1_cds_WP_000829818.1_1334
     29 GCF_904809835.1_lcl|NZ_CAJGFL010000006.1_cds_WP_001096200.1_3183
     29 GCF_904809835.1_lcl|NZ_CAJGFL010000006.1_cds_WP_000613955.1_3185
     29 GCF_904809835.1_lcl|NZ_CAJGFL010000003.1_cds_WP_000847559.1_1924
     29 GCF_904809655.1_lcl|NZ_CAJGET010000050.1_cds_WP_000062611.1_3907
     29 GCF_903936315.1_lcl|NZ_CAIZVD010000029.1_cds_WP_001096200.1_4441
     29 GCF_903936315.1_lcl|NZ_CAIZVD010000029.1_cds_WP_000613955.1_4443
     29 GCF_903932185.1_lcl|NZ_CAIZFD010000012.1_cds_WP_000729185.1_3813
     29 GCF_903932185.1_lcl|NZ_CAIZFD010000012.1_cds_WP_000613955.1_3812
     29 GCF_902859065.1_lcl|NZ_CADIHO010000022.1_cds_WP_001207201.1_4527
     29 GCF_902825205.1_lcl|NZ_LR782232.1_cds_WP_000941212.1_653
     29 GCF_902810335.1_lcl|NZ_LR778147.1_cds_WP_001029684.1_882
     29 GCF_902810125.1_lcl|NZ_CADDXG010000001.1_cds_WP_000569430.1_1341
     29 GCF_902807125.1_lcl|NZ_CADCYT010000017.1_cds_WP_000246815.1_2867
     29 GCF_902807075.1_lcl|NZ_CADCYM010000016.1_cds_WP_000847559.1_3305
     29 GCF_902807065.1_lcl|NZ_CADCYL010000062.1_cds_WP_000847559.1_4256
     29 GCF_902807065.1_lcl|NZ_CADCYL010000058.1_cds_WP_001207201.1_4168
     29 GCF_902807065.1_lcl|NZ_CADCYL010000037.1_cds_WP_000940121.1_3494
     29 GCF_902703275.1_lcl|NZ_CACRYR010000321.1_cds_WP_000829818.1_3314
     29 GCF_902505375.1_lcl|NZ_CABWJQ010000030.1_cds_WP_001029684.1_4412
